Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Cancellation / Rejection reason,Restaurant compensation (Cancellation),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
20659868,Aura Pizzas,Sector 4,Delhi NCR,6163183752,2024-09-10 11:12:00,Delivered,Zomato Delivery,4.0,"1 x Indian Masala Fries, 1 x Chilli Cheese Garlic Bread",50% off upto Rs.100,417.0,15.85,100.0,0.0,0.0,0.0,332.85,1.0,,,18.4,11.1,Incorrectly,,0cb3ba7175cf16f61b5f93ae9533aeaa384c2d7ef2afb7cd879d2086d5ddc3fd
20659868,Aura Pizzas,Sector 4,Delhi NCR,6154988034,2024-09-07 02:48:00,Returned,Zomato Delivery,1.0,2 x Chilli Cheese Garlic Bread,Buy 1 Get 1 - ₹259.00,259.0,12.95,0.0,0.0,0.0,0.0,271.95,,Cancelled by Zomato,191.95,4.43,13.3,Incorrectly,,f74e07b5779ff8c921172dd5207396b3bcdfd2fcdf54c5fed7fc6fc7bd73c6c9
20659868,Aura Pizzas,Sector 4,Delhi NCR,6149051350,2024-09-07 01:07:00,Delivered,Zomato Delivery,16.0,"1 x Murgh Amritsari Seekh Pizza, 1 x Desi Pepperoni Pizza",Buy 1 Get 1 - ₹809.00,1058.0,52.9,0.0,0.0,0.0,0.0,1110.9,,,,31.98,14.8,Incorrectly,,4b1eb7104207ada938a7ac7cf47f5d63296de224b091cdab49b5ba7a8114c946
20659868,Aura Pizzas,Sector 4,Delhi NCR,6154234994,2024-09-06 02:54:00,Delivered,Zomato Delivery,4.0,1 x Cheesy Garlic Bread,60% off upto Rs.120,239.0,7.0,99.0,0.0,0.0,0.0,147.0,,,,10.48,12.8,Incorrectly,,70e68f1c18b87d61e2435c970cb08a243107cd9b89a4d7ac1a9a2b15673f77e2
20659868,Aura Pizzas,Sector 4,Delhi NCR,6144323375,2024-09-01 19:34:00,Delivered,Zomato Delivery,9.0,"1 x Bacon Pepperoni Melt, 1 x All About Chicken Pizza, 1 x Peri Peri Paneer Melt",Flat 15% off,1717.0,72.97,257.55,0.0,0.0,0.0,1532.42,4.0,,,25.8,14.5,Incorrectly,,8b5c4d6170343fbee92a6e577268b8aa8492105bdacbb8c6d9c2855f9bad8a4f
20659868,Aura Pizzas,Sector 4,Delhi NCR,6140198228,2024-09-01 12:13:00,Delivered,Zomato Delivery,7.0,1 x Bageecha Pizza,Flat Rs.125 off,599.0,25.3,93.0,0.0,0.0,0.0,531.3,,,,16.2,16.7,Incorrectly,,8caf645d6b425b7e827ac564c5bc62c53750e5b32249193800838fead9230569
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6166129326,2024-09-09 14:58:00,Delivered,Zomato Delivery,4.0,1 x All About Chicken Pizza,Flat Rs.370 off,659.0,27.95,100.0,0.0,0.0,0.0,586.95,4.0,,,27.06,24.9,Incorrectly,,8f7bc31d89261ea49ba81f572c29bda41c0b894fddb058bf90441696c1c7e1e3
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6161268518,2024-09-08 15:28:00,Delivered,Zomato Delivery,14.0,1 x Makhani Paneer Pizza,50% off upto Rs.100,579.0,23.95,100.0,0.0,0.0,0.0,502.95,,,,24.18,14.1,Incorrectly,,512863c61accc5a646f8890817e8d1a43f389ce630a90dc0905b34f01fb2e78e
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6158542307,2024-09-06 21:10:00,Delivered,Zomato Delivery,11.0,"1 x Mutton Seekh Pide, 1 x Murgh Amritsari Seekh Pide",Buy 1 Get 1 - ₹349.00,399.0,19.95,0.0,0.0,0.0,0.0,418.95,,,,49.62,16.3,Incorrectly,Non-refunded complaint,b55c2f76918c94017b9751f776713f9665410ba03d36b0f79ad0171132cb0bbe
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6154836423,2024-09-06 12:32:00,Delivered,Zomato Delivery,10.0,"1 x Tripple Cheese Pizza, 1 x Peri Peri Paneer Pizza",Buy 1 Get 1 - ₹549.00,579.0,28.95,0.0,0.0,0.0,0.0,607.95,,,,37.92,27.9,Incorrectly,,326edccadb60aab3cf83acb97c3af2aaf1aef7630fd8214b3cdcb06e03ef3f65
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6155785935,2024-09-06 12:13:00,Delivered,Zomato Delivery,6.0,"1 x Peri Peri Paneer Pizza, 1 x Bellpepper Onion Pizza, 1 x All About Chicken Pizza, 1 x Peri Peri Grilled Chicken Pizza, 1 x Bageecha Pizza, 1 x Murgh Amritsari Seekh Pizza",Buy 1 Get 1 - ₹2397.00,2457.0,122.85,0.0,0.0,0.0,0.0,2579.85,,,,57.6,32.9,Incorrectly,,58465770cb440b394fd078465cb7bc800fbc2be167ff2c54e16c12d9f250d03c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6145276713,2024-09-03 13:27:00,Delivered,Zomato Delivery,4.0,1 x Peri Peri Fries,60% off upto Rs.120,189.0,4.74,94.12,0.0,0.0,0.0,99.62,,,,19.8,12.7,Incorrectly,,74086d27d19825ced423c50694bf3b9b72021f52697983a7566245f212185fb9
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6142209572,2024-09-02 16:53:00,Delivered,Zomato Delivery,3.0,1 x Jamaican Chicken Melt,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,3.0,,,27.54,13.4,Incorrectly,,f726fb3295a262be1a5fe1c78e10636363da13ee52e7a92d792b32dae42fccdd
20882713,Swaad,DLF Phase 1,Delhi NCR,6154635977,2024-09-06 14:33:00,Delivered,Zomato Delivery,2.0,1 x Bone in Smoky Bbq Grilled Chicken,40% off upto Rs.80,480.0,20.0,80.0,0.0,0.0,0.0,420.0,,,,25.6,13.7,Incorrectly,,f3ff8b34192a033a3610def0404e1e8ae645943293720c2288b634f70e816ad3
20882713,Swaad,DLF Phase 1,Delhi NCR,6127509959,2024-09-05 15:09:00,Delivered,Zomato Delivery,6.0,"1 x Bone in Peri Peri Grilled Chicken, 1 x Peri Peri Fries",Flat Rs.175 off,954.0,38.95,175.0,0.0,0.0,0.0,817.95,,,,28.65,11.9,Incorrectly,,345d1311a52a2f97d7c5bab5a35cfe519551020f196a1bb6611634290753de99
20882713,Swaad,DLF Phase 1,Delhi NCR,6148322817,2024-09-04 11:52:00,Delivered,Zomato Delivery,3.0,"1 x Fried Chicken Angara Tender, 1 x Grilled Chicken Smoky BBQ Tender",,635.0,16.25,0.0,310.0,0.0,0.0,341.25,5.0,,,21.52,10.3,Incorrectly,,24ad307865461dccb0526c3cd33a743f63143e96c55b1b5ee1c317b6a9098127
21077127,Aura Pizzas,Sector 135,Delhi NCR,6164800078,2024-09-10 11:19:00,Delivered,Zomato Delivery,1.0,1 x Jamaican Chicken Melt,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,,,,5.37,14.1,Incorrectly,,8b75b33c2f556ca5af72527a9c144e83f73ab6e0f490a33d18be91f4c6e95ce3
21077127,Aura Pizzas,Sector 135,Delhi NCR,6167460343,2024-09-09 23:02:00,Delivered,Zomato Delivery,1.0,"1 x Peri Peri Paneer Pizza, 1 x Chilli Cheese Garlic Bread",60% off upto Rs.120,917.0,40.9,99.0,0.0,0.0,0.0,858.9,,,,12.12,15.1,Incorrectly,,3516dbeed7c619abc6b0906b491277fb179caead48a23ae3125f7260a20e5dd4
21077127,Aura Pizzas,Sector 135,Delhi NCR,6165511035,2024-09-09 11:18:00,Delivered,Zomato Delivery,1.0,2 x Masala Omelette Pide,60% off upto Rs.120,638.0,26.95,99.0,0.0,0.0,0.0,565.95,,,,10.5,18.9,Incorrectly,,2590aaa91394907f71d43be515d8125d841944231598352d3283abd214db0d60
21077127,Aura Pizzas,Sector 135,Delhi NCR,6156672538,2024-09-07 23:30:00,Delivered,Zomato Delivery,6.0,"1 x Herbed Potato, 1 x Chilli Cheese Garlic Bread, 2 x Bageecha Pizza",Flat Rs.200 off,2005.0,90.25,200.0,0.0,0.0,0.0,1895.25,,,,19.5,15.0,Incorrectly,,3f2d2719c2da89e43b2f88dea980085233982b7778eaae19cc812add89bdc0af
21077127,Aura Pizzas,Sector 135,Delhi NCR,6140569311,2024-09-01 22:21:00,Delivered,Zomato Delivery,5.0,"1 x Mushroom Pizza, 1 x Peri Peri Fries",Flat Rs.200 off,997.0,39.85,200.0,0.0,0.0,0.0,836.85,,,,21.33,12.4,Incorrectly,,0b0160d65e117e3d73a6a4b6e8d99102fddfa76df2290d4db0eafac23003d8c2
21309083,Swaad,Sector 135,Delhi NCR,6149256729,2024-09-05 17:12:00,Delivered,Zomato Delivery,1.0,1 x Bone in Peri Peri Grilled Chicken,,310.0,15.5,0.0,0.0,0.0,0.0,325.5,,,,13.77,12.2,Incorrectly,,627d91285400e66db1dc95088f8089f6e1c28d2cc55b50e21ba84428cf16c9be
20320607,Swaad,Sector 4,Delhi NCR,6194853904,2024-09-20 16:15:00,Delivered,Zomato Delivery,1.0,"1 x Peri Peri Fries, 1 x Bone in Jamaican Grilled Chicken",40% off upto Rs.80,499.0,20.95,80.0,0.0,0.0,0.0,439.95,,,,7.9,10.9,Incorrectly,,3b8974c027ef644ba448d74a9d8dbdcb7f2a0e1a953c7968e481f57809ec03a6
20320607,Swaad,Sector 4,Delhi NCR,6168726121,2024-09-12 20:23:00,Delivered,Zomato Delivery,3.0,1 x Bone in Angara Grilled Chicken,Flat Rs.80 off,420.0,17.0,80.0,0.0,0.0,0.0,357.0,,,,15.45,14.9,Incorrectly,,7ecba12675df48b9b8c245c81a354abc2c6a4a8dd4d28be92f2b955fae0c8150
20320607,Swaad,Sector 4,Delhi NCR,6173620308,2024-09-12 13:53:00,Delivered,Zomato Delivery,2.0,"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tender",,620.0,15.5,0.0,310.0,0.0,0.0,325.5,,,,17.65,11.7,Incorrectly,,a22684df97931992aa8abd5f86910de5ed7b98389e6cfb73748d2fb955e31a30
20320607,Swaad,Sector 4,Delhi NCR,6167528888,2024-09-12 00:44:00,Delivered,Zomato Delivery,4.0,2 x Fried Chicken Peri Peri Tender,,650.0,16.25,0.0,325.0,0.0,0.0,341.25,,,,3.03,10.7,Incorrectly,,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0
20320607,Swaad,Sector 4,Delhi NCR,6172035702,2024-09-11 18:17:00,Delivered,Zomato Delivery,2.0,"1 x Bone in Kabuli Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",,620.0,15.5,0.0,310.0,0.0,0.0,325.5,,,,17.75,11.1,Incorrectly,,7bf00568725b44bf23829944afd92afb8a3d543aac2a2074bc248cb94c07e6cf
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6167441923,2024-09-11 13:35:00,Delivered,Zomato Delivery,2.0,"1 x Grilled Chicken Jamaican Tender, 1 x Bone in Angara Grilled Chicken",,620.0,15.5,0.0,310.0,0.0,0.0,325.5,5.0,,,4.2,10.9,Incorrectly,,a590663273ef153e51af05a9be3856dd1c84565c80f1656b37ab2f6318269c72
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6185147057,2024-09-17 17:13:00,Delivered,Zomato Delivery,1.0,"1 x Chilli Cheese Garlic Bread, 1 x Peanut Butter Chocolate Pide",Flat Rs.150 off,558.0,22.3,112.0,0.0,0.0,0.0,468.3,,,,21.4,12.1,Incorrectly,,b8a75869523139a6eedc5d1015742df7ab3c69c7ffcd01114c398d3bd13b78e8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6180115873,2024-09-14 22:23:00,Delivered,Zomato Delivery,5.0,"1 x Desi Pepperoni Pizza, 1 x All About Chicken Pizza",Buy 1 Get 1 - ₹659.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,26.43,18.9,Incorrectly,,ad832b938f7e4d4934b5547c9387e5585ae5769d5a217b47e790cd10fba721b9
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6165422813,2024-09-13 03:55:00,Delivered,Zomato Delivery,3.0,1 x Desi Chicken Pepperoni Pizza,Flat Rs.150 off,819.0,35.35,112.0,0.0,0.0,0.0,742.35,,,,4.6,11.5,Incorrectly,,85b50382298582325a0217131d56d5449e3ae3966a11c4e7249fe237ce29efef
20659868,Aura Pizzas,Sector 4,Delhi NCR,6195321558,2024-09-20 03:34:00,Delivered,Zomato Delivery,1.0,"1 x Jamaican Chicken Melt, 1 x Murgh Amritsari Seekh Melt",Buy 1 Get 1 - ₹479.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,,,,16.68,11.2,Incorrectly,,2fb09390f7487efb87061321847cee13ecd2d867223c7ac01474f9a874192513
20659868,Aura Pizzas,Sector 4,Delhi NCR,6189509363,2024-09-19 20:22:00,Delivered,Zomato Delivery,3.0,"1 x Bageecha Pizza, 1 x Makhani Paneer Pizza",Buy 1 Get 1 - ₹579.00,599.0,29.95,0.0,0.0,0.0,0.0,628.95,,,,19.2,12.5,Incorrectly,,c0476af00692b12b03272bb0aa5270dda6b273aca83be168b63b404bbcca11df
20659868,Aura Pizzas,Sector 4,Delhi NCR,6195161537,2024-09-19 20:21:00,Delivered,Zomato Delivery,8.0,"1 x All About Chicken Pizza, 1 x Tripple Cheese Pizza",Buy 1 Get 1 - ₹549.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,18.03,19.2,Incorrectly,,94fd2e09b61f3ed25beac2d933bd9ab3dc28d2c86a9a400da494699a71ab310a
20659868,Aura Pizzas,Sector 4,Delhi NCR,6195386650,2024-09-19 20:10:00,Delivered,Zomato Delivery,2.0,"1 x Mushroom Pizza, 1 x Peri Peri Paneer Pizza",Buy 1 Get 1 - ₹579.00,609.0,30.45,0.0,0.0,0.0,0.0,639.45,2.0,,,25.03,24.8,Incorrectly,,531dc8828478b0866ddc3ffa670ddc8f056be59e2c0b05a6bff7eb7d5d2a7d47
20659868,Aura Pizzas,Sector 4,Delhi NCR,6195378261,2024-09-19 19:19:00,Delivered,Zomato Delivery,19.0,"2 x Margherita Pizza, 2 x Jamaican Chicken Melt, 1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza",Buy 1 Get 1 - ₹1567.00,1597.0,79.85,0.0,0.0,0.0,0.0,1676.85,,,,24.88,19.4,Incorrectly,,8fca0057a380d2674367ab7384c493092d8b7b46b6f7ccda264d519b44f4e548
20659868,Aura Pizzas,Sector 4,Delhi NCR,6187322120,2024-09-17 18:11:00,Delivered,Zomato Delivery,7.0,1 x Bageecha Pizza,,599.0,29.95,0.0,0.0,0.0,0.0,628.95,,,,16.32,12.4,Incorrectly,,3cc936644ff759c62e46b12c9f306e1338e5cf986c059c3a360617fc6696bb4d
20659868,Aura Pizzas,Sector 4,Delhi NCR,6188153532,2024-09-17 02:35:00,Delivered,Zomato Delivery,6.0,"1 x Peri Peri Crisper Fries, 1 x Chilli Cheese Garlic Bread",60% off upto Rs.120,458.0,17.95,99.0,0.0,0.0,0.0,376.95,,,,14.73,12.0,Incorrectly,,b720104533c0b79e3509d75159cd08ae332bc9a1237b2f6b99d150197a692637
20659868,Aura Pizzas,Sector 4,Delhi NCR,6188211279,2024-09-16 22:23:00,Delivered,Zomato Delivery,6.0,"1 x Masala Paneer Pide, 1 x Cheesy Garlic Bread",Flat Rs.125 off,558.0,23.25,93.0,0.0,0.0,0.0,488.25,,,,13.9,13.2,Incorrectly,,18514d3955db7e5fb7771e7327b593885e67d891bd9c82eb6c8c1467ea67fd3e
20659868,Aura Pizzas,Sector 4,Delhi NCR,6184468060,2024-09-16 20:42:00,Delivered,Zomato Delivery,10.0,"1 x Murgh Amritsari Garlic Bread, 1 x All About Chicken Pizza",Flat Rs.125 off,948.0,42.75,93.0,0.0,0.0,0.0,897.75,,,,17.07,16.3,Incorrectly,,241fd07d8a313d989c23acf698cc603c4e709df566303fb6966034e5b9155479
20659868,Aura Pizzas,Sector 4,Delhi NCR,6158002675,2024-09-16 19:34:00,Delivered,Zomato Delivery,2.0,3 x Fried Chicken Strips,Flat Rs.125 off,567.0,23.7,93.0,0.0,0.0,0.0,497.7,,,,16.3,10.9,Incorrectly,,a6ac4f55894822141d122ad1e5e0d105d07d0841a9608b8a48f282ed130658dc
20659868,Aura Pizzas,Sector 4,Delhi NCR,6180311857,2024-09-16 17:14:00,Delivered,Zomato Delivery,7.0,"1 x Makhani Paneer Pizza, 2 x Bageecha Pizza, 2 x Cheesy Garlic Bread, 2 x Peri Peri Fries, 2 x Chilli Cheese Garlic Bread",,3721.0,186.05,0.0,0.0,0.0,0.0,3907.05,,,,31.43,26.9,Incorrectly,,cb9522f27b27206f333f7d5ea342768b0da8adcb72c3b44e75cf4a0171ce0e1b
20659868,Aura Pizzas,Sector 4,Delhi NCR,6180958313,2024-09-15 15:45:00,Delivered,Zomato Delivery,4.0,1 x Just Pepperoni Pizza,Flat Rs.125 off,649.0,27.8,93.0,0.0,0.0,0.0,583.8,,,,9.15,10.1,Incorrectly,,9378e7268643e918233cf3a00eededd221a0b484236027bfc62bb4884a04d670
20659868,Aura Pizzas,Sector 4,Delhi NCR,6181365395,2024-09-14 20:42:00,Delivered,Zomato Delivery,7.0,"1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza",Buy 1 Get 1 - ₹629.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,44.73,22.6,Incorrectly,,5fb553ed83176dee5672ee7a39110590611bd6443bffde2352a7bb414d38e702
20659868,Aura Pizzas,Sector 4,Delhi NCR,6176040646,2024-09-13 18:11:00,Delivered,Zomato Delivery,2.0,1 x Makhani Paneer Pizza,Flat Rs.125 off,579.0,24.3,93.0,0.0,0.0,0.0,510.3,3.0,,,18.5,11.7,Incorrectly,,fde75dce72a9f0495b71421a756d716b2b8ee393a867079d892fd138b46ec6f0
20659868,Aura Pizzas,Sector 4,Delhi NCR,6170930357,2024-09-12 00:55:00,Delivered,Zomato Delivery,6.0,1 x Makhani Paneer Pizza,Flat Rs.125 off,658.0,28.25,93.0,0.0,0.0,0.0,593.25,,,,23.67,27.7,Incorrectly,,dab72562c2bb4cb9da609d722fb156831f2b03406cef7a5990fe43e416eb650f
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6196828319,2024-09-20 01:06:00,Delivered,Zomato Delivery,4.0,"1 x Makhani Paneer Pizza, 1 x Bageecha Pizza",Buy 1 Get 1 - ₹579.00,599.0,29.95,0.0,0.0,0.0,0.0,628.95,,,,22.62,11.2,Incorrectly,,e4045e540849272aa7bba845fec1d3d4d50c949659af0c235f96ce9eb5f896e8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6193377699,2024-09-19 22:40:00,Delivered,Zomato Delivery,11.0,"1 x Murgh Amritsari Seekh Pizza, 1 x Peri Peri Grilled Chicken Pizza",Buy 1 Get 1 - ₹679.00,689.0,34.45,0.0,0.0,0.0,0.0,723.45,,,,30.76,24.0,Incorrectly,,a50e15bd0f67981f305b31490fa79e915104b0a77db30cce3201a5767feaf719
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6187834366,2024-09-19 22:15:00,Delivered,Zomato Delivery,2.0,"1 x Murgh Amritsari Seekh Pizza, 1 x Peri Peri Grilled Chicken Pizza",Buy 1 Get 1 - ₹809.00,829.0,41.45,0.0,0.0,0.0,0.0,870.45,,,,26.03,14.5,Incorrectly,,d27d37014be4f72ef1b09cf66abe3018e11e012c3b4836f6e74844387be03b5c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6195646126,2024-09-19 21:08:00,Delivered,Zomato Delivery,14.0,2 x Mushroom Mozzarella Melt,Buy 1 Get 1 - ₹449.00,449.0,22.45,0.0,0.0,0.0,0.0,471.45,,,,22.79,14.1,Incorrectly,,dba1ba55f0bbcf62528dcd50bdb02bea4ee2e6488b92fa85317cd94719239144
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6193557663,2024-09-19 19:57:00,Delivered,Zomato Delivery,2.0,"1 x Mutton Seekh Pide, 1 x Just Pepperoni Pide",Buy 1 Get 1 - ₹399.00,399.0,19.95,0.0,0.0,0.0,0.0,418.95,,,,18.76,11.2,Incorrectly,,de45aca85ca9c165edc0a114b8590d6eb280a32b0102018a629973ccc1b59346
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6180100878,2024-09-14 15:49:00,Delivered,Zomato Delivery,6.0,"1 x Murgh Amritsari Seekh Melt, 1 x Jamaican Chicken Melt",Buy 1 Get 1 - ₹479.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,5.0,,,23.03,14.8,Incorrectly,,576de9e138f6a973063f1dd939a55499787b160b6398bfd36d4956ec298b85d8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6174328437,2024-09-14 15:06:00,Delivered,Zomato Delivery,3.0,"1 x Pepperoni Garlic Bread, 1 x Murgh Amritsari Garlic Bread",Buy 1 Get 1 - ₹279.00,289.0,14.45,0.0,0.0,0.0,0.0,303.45,,,,20.58,10.8,Incorrectly,,2f795401f6ff26038049146333b3b18eec9c3875016ecfebd226c8b484548ae1
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6175868858,2024-09-14 14:51:00,Delivered,Zomato Delivery,10.0,"1 x Murgh Amritsari Seekh Pide, 1 x Mutton Seekh Pide",Buy 1 Get 1 - ₹408.00,458.0,22.9,0.0,0.0,0.0,0.0,480.9,,,,26.15,10.6,Incorrectly,,63a86917c7c451bb2ecd694e7cf0aa91dc929943203bf6a92676b65e0767b431
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6177947997,2024-09-14 11:52:00,Delivered,Zomato Delivery,0.5,"1 x Just Pepperoni Pizza, 1 x Jamaican Chicken Melt",Buy 1 Get 1 - ₹617.00,649.0,32.45,0.0,0.0,0.0,0.0,681.45,,,,31.54,26.4,Incorrectly,,656cb06fa4ef6f26dcd9db3f361e1c195dd808e8ccf22514bd1367a45c550d84
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6175052597,2024-09-13 14:40:00,Delivered,Zomato Delivery,4.0,1 x Murgh Amritsari Seekh Melt,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,,,,26.54,17.9,Incorrectly,,8e4413bbfe2b4a0b284ddaaa7840b9ff5075664a467c35b2dfcb2d23c3716a45
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6171962090,2024-09-11 22:34:00,Delivered,Zomato Delivery,1.0,1 x Cheesy Garlic Bread,60% off upto Rs.120,239.0,7.0,99.0,0.0,0.0,0.0,147.0,,,,25.94,21.9,Incorrectly,,c0fd48aa76dd589f04ed2498fb3ddb2062f0185aaddf11d7350ea89c640ed19f
20882713,Swaad,DLF Phase 1,Delhi NCR,6199300180,2024-09-20 22:34:00,Delivered,Zomato Delivery,0.5,1 x Bone in Jamaican Grilled Chicken,50% off upto Rs.100,585.0,24.25,100.0,0.0,0.0,0.0,509.25,5.0,,,24.96,21.0,Incorrectly,,a18074ccae309e5f2f79e4cb33939a1b69d6cb0c0b5f9a0ee647e11454f631b4
