Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Cancellation / Rejection reason,Restaurant compensation (Cancellation),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
20320607,Swaad,Sector 4,Delhi NCR,6144978141,2024-09-06 23:25:00,Delivered,Zomato Delivery,4.0,1 x Fried Chicken Peri Peri Tender,Flat Rs.80 off,325.0,12.25,80.0,0.0,0.0,0.0,257.25,,None,,13.05,1.8,Correctly,None,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0
20320607,Swaad,Sector 4,Delhi NCR,6155011355,2024-09-06 21:50:00,Delivered,Zomato Delivery,8.0,"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",50% off upto Rs.100,895.0,39.75,100.0,0.0,0.0,0.0,834.75,,None,,13.0,0.4,Correctly,None,f948793b932876cb63b8bc6b3cbe85d5d442c5e2fc1c9da348c903fead35b81a
20320607,Swaad,Sector 4,Delhi NCR,6157562143,2024-09-06 21:23:00,Delivered,Zomato Delivery,3.0,"1 x Jamaican Sauce, 2 x Grilled Chicken Jamaican Tender",Flat Rs.80 off,680.0,30.0,80.0,0.0,0.0,0.0,630.0,,None,,15.98,2.4,Correctly,None,a84ab19e1691226e429b3f4495db99b2937f431d216e1899dcde06722eb4daee
20320607,Swaad,Sector 4,Delhi NCR,6155576594,2024-09-06 20:59:00,Delivered,Zomato Delivery,3.0,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x AAC Signature Fries, 1 x Bone in Peri Peri Grilled Chicken",Flat Rs.80 off,1084.0,50.2,80.0,0.0,0.0,0.0,1054.2,,None,,10.67,0.9,Correctly,None,e27eadf180f5389911e6c5b369ac1ae5ac05259d54bc65721819869ee14e18c7
20320607,Swaad,Sector 4,Delhi NCR,6149438913,2024-09-06 20:36:00,Delivered,Zomato Delivery,1.0,"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tenders + Salted Fries",Flat Rs.175 off,1290.0,55.75,175.0,0.0,0.0,0.0,1170.75,,None,,22.43,1.2,Correctly,None,096a9f7a0c5cf71b57729f2de20cf0080b608dffe8e9c77bf9fa4a3055568590
20320607,Swaad,Sector 4,Delhi NCR,6157743878,2024-09-06 20:36:00,Delivered,Zomato Delivery,3.0,1 x Bone in Jamaican Grilled Chicken,40% off upto Rs.80,695.0,30.75,80.0,0.0,0.0,0.0,645.75,5.0,None,,7.87,4.7,Incorrectly,None,ced9e9119fce4573dfcda41998964378f3a2a079d70e503a603cb001658b75ce
20320607,Swaad,Sector 4,Delhi NCR,6158241703,2024-09-06 20:08:00,Delivered,Zomato Delivery,2.0,1 x Bone in Jamaican Grilled Chicken,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,None,,8.83,14.3,Incorrectly,None,61e7481fdb65a6580cd5520d12517ba4dd78ef3c7d4df2b6ff475d48075ea42c
20320607,Swaad,Sector 4,Delhi NCR,6156620875,2024-09-06 15:09:00,Delivered,Zomato Delivery,4.0,1 x Fried Chicken Peri Peri Tender,40% off upto Rs.80,325.0,12.25,80.0,0.0,0.0,0.0,257.25,,None,,3.35,5.4,Incorrectly,None,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0
20320607,Swaad,Sector 4,Delhi NCR,6154403375,2024-09-06 14:49:00,Delivered,Zomato Delivery,6.0,1 x Bone in Kabuli Grilled Chicken,40% off upto Rs.80,310.0,11.5,80.0,0.0,0.0,0.0,241.5,5.0,None,,16.42,8.5,Incorrectly,None,5393bd13d96ca939871e15d6f950f8d5ce66ed2d9688b96e0c4f7d1ec2a5b41f
20320607,Swaad,Sector 4,Delhi NCR,6154147762,2024-09-06 11:39:00,Delivered,Zomato Delivery,1.0,1 x Animal Fries,50% off upto Rs.100,355.0,12.75,100.0,0.0,0.0,0.0,267.75,,None,,17.73,11.5,Correctly,None,81836124bc23518067df460ac476f26b1f0e3cda956fc9aee91f52c6f92a9114
20320607,Swaad,Sector 4,Delhi NCR,6150715172,2024-09-06 03:24:00,Delivered,Zomato Delivery,3.0,1 x AAC Signature Krispers,50% off upto Rs.100,199.0,4.98,99.5,0.0,0.0,0.0,104.48,,None,,10.95,0.8,Correctly,None,f9e9f7e806c4b5601873c0b9ff2eac2a45b4ab29d61572bd0c8eb8d3ec0487ce
20320607,Swaad,Sector 4,Delhi NCR,6150789630,2024-09-06 02:03:00,Delivered,Zomato Delivery,1.0,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries",Flat Rs.175 off,775.0,30.0,175.0,0.0,0.0,0.0,630.0,,None,,16.92,2.5,Correctly,None,096a9f7a0c5cf71b57729f2de20cf0080b608dffe8e9c77bf9fa4a3055568590
20320607,Swaad,Sector 4,Delhi NCR,6151158050,2024-09-06 01:54:00,Delivered,Zomato Delivery,7.0,"1 x Angara Aloo Tuk Tuki, 1 x AAC Signature Fries",50% off upto Rs.100,347.0,12.35,100.0,0.0,0.0,0.0,259.35,,None,,25.52,11.8,Correctly,None,6292149fd8cc18ad66b1804144ff15fa31e5f1ee90f87f0dee8dbaf97b345b94
20320607,Swaad,Sector 4,Delhi NCR,6155965734,2024-09-06 01:10:00,Delivered,Zomato Delivery,4.0,1 x Animal Fries,50% off upto Rs.100,355.0,12.75,100.0,0.0,0.0,0.0,267.75,,None,,13.3,1.0,Correctly,None,ebd60c19b0f492b7377b19d314ab1ecd690e365ce5744030851d2932feb4ade7
20320607,Swaad,Sector 4,Delhi NCR,6155526018,2024-09-06 00:48:00,Delivered,Zomato Delivery,7.0,1 x Grilled Chicken Jamaican Tender,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,None,,7.87,1.2,Correctly,None,9ae38c952fdef0c4c067098312f0be853006239e7f7a7304008d0b7ae47b0917
20320607,Swaad,Sector 4,Delhi NCR,6146261091,2024-09-05 23:50:00,Delivered,Zomato Delivery,4.0,"1 x Animal Fries, 1 x Grilled Chicken Smoky BBQ Tender",40% off upto Rs.80,665.0,29.25,80.0,0.0,0.0,0.0,614.25,,None,,15.67,3.9,Correctly,None,19cb886d7bd07a82573682a85d6042bc2fa0eeda217659f116b1930308a0ce38
20320607,Swaad,Sector 4,Delhi NCR,6155286499,2024-09-05 23:42:00,Delivered,Zomato Delivery,8.0,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",50% off upto Rs.100,620.0,26.0,100.0,0.0,0.0,0.0,546.0,,None,,18.48,4.5,Correctly,None,dbb7b0b85ee66218f881e953ecd62bbdc356188fed58a43e27ba37d0c06dc552
20320607,Swaad,Sector 4,Delhi NCR,6155319009,2024-09-05 22:57:00,Delivered,Zomato Delivery,3.0,1 x Bone in Jamaican Grilled Chicken,Flat Rs.175 off,755.0,29.0,175.0,0.0,0.0,0.0,609.0,,None,,11.93,0.9,Correctly,None,0a299b2d813b99f45018a6af6c423279b5a0cba30d8c7f3a3f0a69fdfae3c865
20320607,Swaad,Sector 4,Delhi NCR,6155343744,2024-09-05 20:56:00,Delivered,Zomato Delivery,1.0,1 x Grilled Chicken Smoky BBQ Tender,Flat Rs.80 off,435.0,17.75,80.0,0.0,0.0,0.0,372.75,,None,,9.93,0.3,Correctly,None,c521ccf21e7bb2207c3f08d578b6e028d2c3b25986cb35dd5930ede1d8a643da
20320607,Swaad,Sector 4,Delhi NCR,6151641967,2024-09-05 19:48:00,Delivered,Zomato Delivery,2.0,1 x Fried Chicken Angara Tender,50% off upto Rs.100,325.0,11.25,100.0,0.0,0.0,0.0,236.25,,None,,13.63,1.4,Correctly,None,bcfa051a96036fe2f67b8b7d0f27b37d983dede68aab0aeb2541811d09b0c859
20320607,Swaad,Sector 4,Delhi NCR,6152673880,2024-09-05 19:20:00,Delivered,Zomato Delivery,6.0,1 x Fried Chicken Peri Peri Tender,,629.0,31.45,0.0,0.0,0.0,0.0,660.45,4.0,None,,19.0,0.5,Correctly,None,6bd9d2a22ced3c8d3466c08c0570a30c671b1f8a837c51f788966332398a6a45
20320607,Swaad,Sector 4,Delhi NCR,6145690912,2024-09-05 02:14:00,Delivered,Zomato Delivery,7.0,1 x Bone in Jamaican Grilled Chicken,50% off upto Rs.100,585.0,24.25,100.0,0.0,0.0,0.0,509.25,,None,,14.42,1.0,Correctly,None,f3fc5884a2568a19739f9ac18b494e1c504694463152534c3cf99614585fafdd
20320607,Swaad,Sector 4,Delhi NCR,6152587141,2024-09-05 02:04:00,Delivered,Zomato Delivery,10.0,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",,1230.0,32.25,0.0,585.0,0.0,0.0,677.25,,None,,18.23,7.1,Correctly,None,fcf74c5042b5d8f18e224c0e35d026cdff1a07e7508262d1f70f5b57aa9451a1
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6158347104,2024-09-06 21:25:00,Delivered,Zomato Delivery,3.0,"1 x Makhani Paneer Pizza, 1 x Just Pepperoni Pizza",Buy 1 Get 1 - ₹847.00,859.0,42.95,0.0,0.0,0.0,0.0,901.95,,None,,19.1,5.6,Correctly,None,f13ab9d619c094d2f1720c7d15708a0c3c3712f72cb93817d5b9cb8bb4b88e55
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6156276794,2024-09-06 21:25:00,Delivered,Zomato Delivery,4.0,"1 x Murgh Amritsari Seekh Pide, 1 x Masala Paneer Pide",Buy 1 Get 1 - ₹319.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,,None,,14.38,0.2,Correctly,None,909a291399102784d04028fff9cf36688b5fb68a7fd48fc568b5c316eed1a2f2
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6154977511,2024-09-06 21:14:00,Delivered,Zomato Delivery,2.0,"1 x Masala Paneer Pide, 1 x Murgh Amritsari Garlic Bread",Buy 1 Get 1 - ₹289.00,319.0,15.95,0.0,0.0,0.0,0.0,334.95,,None,,16.15,4.4,Incorrectly,None,f0e482cc8a772a36ec39b39edc7acd8d20913b24c85c2e1d145b8c1fbd7ff1da
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6156274386,2024-09-06 21:00:00,Delivered,Zomato Delivery,6.0,1 x Tripple Cheese Pizza,Flat Rs.150 off,549.0,21.85,112.0,0.0,0.0,0.0,458.85,,None,,32.05,21.0,Correctly,None,eb31b6212fc5279a63b65d64df62aabce0e167aae422e743422be5c4795caf7c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157573065,2024-09-06 21:00:00,Delivered,Zomato Delivery,6.0,"1 x Peri Peri Fries, 1 x All About Chicken Pizza, 1 x Mushroom Pizza, 1 x Indian Masala Fries, 1 x Jamaican Chicken Melt, 1 x Angara Paneer Melt, 1 x Bageecha Pizza, 1 x Just Pepperoni Pizza",Buy 1 Get 1 - ₹2296.00,2326.0,116.3,0.0,0.0,0.0,0.0,2442.3,,None,,26.2,0.6,Correctly,None,b5789293cb1ebcf0e70dfc82d49f80fcd8937b46b061f0775261ef007d0fa743
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6158263215,2024-09-06 20:28:00,Delivered,Zomato Delivery,1.0,"1 x Angara Paneer Melt, 1 x Mushroom Mozzarella Melt",Buy 1 Get 1 - ₹449.00,449.0,22.45,0.0,0.0,0.0,0.0,471.45,5.0,None,,15.15,0.5,Correctly,None,cc2dfedd6e751457835ed66b227a0d71c0265fe5f0f722a37bea6c0b0bd452d6
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6153151331,2024-09-06 20:18:00,Delivered,Zomato Delivery,4.0,"1 x Bageecha Pizza, 1 x All About Chicken Pizza",Buy 1 Get 1 - ₹599.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,5.0,None,,16.57,0.4,Correctly,None,7088d1ce2ac0a69e8a8b62c9a42e72288b98736582adc3f5cf3e30c735bb7c97
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6151609896,2024-09-06 20:10:00,Delivered,Zomato Delivery,6.0,"1 x Masala Paneer Pide, 1 x Bageecha Pizza",Buy 1 Get 1 - ₹379.00,599.0,29.95,0.0,0.0,0.0,0.0,628.95,,None,,19.12,0.7,Correctly,None,4400703a07f6708d6f2767d716fc7e8237b55ad18ebadf2c0ee54c36d2df7933
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6154108616,2024-09-06 20:09:00,Delivered,Zomato Delivery,2.0,"1 x Fried Chicken Strips, 1 x Cheesy Garlic Bread, 2 x Angara Paneer Melt",Buy 1 Get 1 - ₹688.00,698.0,34.9,0.0,0.0,0.0,0.0,732.9,5.0,None,,16.05,0.4,Correctly,None,87914cdf29e9abadd81682bc1f10c5060e5ef20a11a3afa9ecf8b6f48d4fe98c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157255737,2024-09-06 20:08:00,Delivered,Zomato Delivery,3.0,"1 x Tripple Cheese Pizza, 1 x Indian Masala Fries",Buy 1 Get 1 - ₹189.00,609.0,30.45,0.0,0.0,0.0,0.0,639.45,,None,,14.03,0.3,Correctly,None,d6f7b89f2bcf3ae45fa6f24dc0e7a727cce14010eb16b0ca1bb9642037d19f47
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6152693487,2024-09-06 20:01:00,Delivered,Zomato Delivery,4.0,1 x Margherita Pizza,60% off upto Rs.120,459.0,18.0,99.0,0.0,0.0,0.0,378.0,,None,,21.88,5.3,Correctly,None,dd499e98409a35b9b032671387c4cf2af4cc46b9ffbdc976088a8949b863a48d
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157986102,2024-09-06 19:57:00,Delivered,Zomato Delivery,4.0,2 x Tripple Cheese Pizza,Buy 1 Get 1 - ₹549.00,549.0,27.45,0.0,0.0,0.0,0.0,576.45,,None,,19.7,0.6,Correctly,Poor taste or quality,d1016337079e97654ec35e014371d9469a80838537bba937c02e278c54cecf4c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6147148463,2024-09-06 19:56:00,Delivered,Zomato Delivery,5.0,"1 x Peri Peri Grilled Chicken Pizza, 1 x Pepperoni Garlic Bread",Buy 1 Get 1 - ₹339.00,619.0,30.95,0.0,0.0,0.0,0.0,649.95,,None,,15.73,0.4,Correctly,None,a98267a9ad4c4e529f5d92e2d9bf78423b4836d2897cbf0ca992f2a795b2714a
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157301650,2024-09-06 19:49:00,Delivered,Zomato Delivery,3.0,"1 x Just Pepperoni Pizza, 2 x Indian Masala Fries, 1 x All About Chicken Pizza",Buy 1 Get 1 - ₹838.00,848.0,42.4,0.0,0.0,0.0,0.0,890.4,,None,,22.0,0.3,Correctly,None,223b285d3bfa0e515e1b5c6b70a372934b22f3de43730c25cc0d9a1692daa647
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6158171360,2024-09-06 19:49:00,Delivered,Zomato Delivery,4.0,"1 x Spinach Sumac Pide, 1 x Masala Paneer Pide",Buy 1 Get 1 - ₹319.00,329.0,16.45,0.0,0.0,0.0,0.0,345.45,,None,,20.88,0.2,Correctly,None,fe9fe009e5beefa0da3d6c465787407867ebd92823bb3502a9cbc8161488fc94
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157576999,2024-09-06 19:46:00,Delivered,Zomato Delivery,6.0,"1 x All About Chicken Pizza, 1 x Angara Paneer Melt",Buy 1 Get 1 - ₹449.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,None,,19.77,0.3,Correctly,None,435cd8ab7e1f1246ba82193d877bd9637ad1979fe7d384e81f251cf4bdbc6f2c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6157434817,2024-09-06 19:46:00,Delivered,Zomato Delivery,5.0,"1 x Just Pepperoni Pizza, 1 x Murgh Amritsari Seekh Pide",Buy 1 Get 1 - ₹349.00,859.0,42.95,0.0,0.0,0.0,0.0,901.95,,None,,14.53,1.1,Correctly,None,2038744bf92f80a6929f02f6b2b993416bab2850a985fd82f17efbc10c62dcd5
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6156137876,2024-09-06 19:46:00,Delivered,Zomato Delivery,4.0,2 x Margherita Pizza,Buy 1 Get 1 - ₹459.00,459.0,22.95,0.0,0.0,0.0,0.0,481.95,,None,,9.77,0.8,Correctly,None,972fd96f9f01dd00305ff4c3e140b6a36b2497fab73167e64f4cd5643d3567cc
